STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
36,101,960800,3,708,+42.315010,-077.663558
36,101,960800,4,827,+42.315219,-077.657569
36,101,960900,1,865,+42.320515,-077.649970
36,101,960900,2,928,+42.323906,-077.657045
36,101,960900,3,714,+42.315676,-077.650050
36,101,961000,1,844,+42.425427,-077.428922
36,101,961000,2,1177,+42.332875,-077.508835
36,101,961000,3,1358,+42.405388,-077.448882
36,101,961100,1,1195,+42.356756,-077.336192
36,101,961100,2,820,+42.340457,-077.321635
36,101,961100,3,777,+42.335308,-077.323253
36,101,961100,4,1382,+42.329295,-077.382553
36,101,961200,1,1829,+42.344988,-077.306614
36,101,961200,2,886,+42.337537,-077.311772
36,101,961200,3,864,+42.332872,-077.312407
36,101,961300,1,1190,+42.339786,-077.284913
36,101,961300,2,855,+42.328745,-077.209706
36,101,961300,3,868,+42.304570,-077.285526
36,101,961300,4,758,+42.285139,-077.213363
36,101,961400,1,1041,+42.411142,-077.245599
36,101,961400,2,1081,+42.396372,-077.223977
36,101,961500,1,979,+42.351355,-077.131068
36,101,961500,2,836,+42.460480,-077.132628
36,101,961600,1,932,+42.221223,-076.995994
36,101,961600,2,752,+42.230372,-077.054272
36,101,961700,1,685,+42.254305,-077.197183
36,101,961700,2,956,+42.222803,-077.199285
36,101,961700,3,500,+42.226938,-077.118734
36,101,961700,4,1019,+42.223379,-077.151737
36,101,961800,1,1253,+42.224152,-077.279572
36,101,961800,2,899,+42.203721,-077.402254
36,101,961800,3,1093,+42.132778,-077.332730
36,101,961900,1,848,+42.234890,-077.552064
36,101,961900,2,635,+42.271721,-077.602409
36,101,961900,3,1038,+42.267691,-077.611089
36,101,961900,4,774,+42.264042,-077.607431
36,101,962000,1,558,+42.250608,-077.689358
36,101,962000,2,777,+42.139941,-077.666058
36,101,962000,3,1418,+42.132841,-077.515229
36,101,962000,4,509,+42.046632,-077.648279
36,101,962000,5,851,+42.053898,-077.524257
36,101,962100,1,1665,+42.069226,-077.392017
36,101,962100,2,1390,+42.048079,-077.255033
36,101,962200,1,1253,+42.111598,-077.227841
36,101,962200,2,1144,+42.119253,-077.250721
36,101,962301,1,1419,+42.130363,-077.132124
36,101,962301,2,1931,+42.154379,-077.132048
36,101,962301,3,1907,+42.146637,-077.119647
36,101,962302,1,1186,+42.163647,-077.087764
36,101,962302,2,705,+42.162406,-077.095383
36,101,962302,3,947,+42.177530,-077.128638
36,101,962400,1,1352,+42.152292,-077.068280
36,101,962400,2,1424,+42.157905,-077.069168
36,101,962500,1,1147,+42.156904,-077.060017
36,101,962500,2,1160,+42.149852,-077.051627
36,101,962600,1,1254,+42.143194,-077.065051
36,101,962600,2,1008,+42.138723,-077.061651
36,101,962700,1,1146,+42.138621,-077.042683
36,101,962700,2,949,+42.138567,-077.052577
36,101,962700,3,1111,+42.138313,-077.045431
36,101,962800,1,983,+42.164357,-077.072901
36,101,962800,2,862,+42.160998,-077.003161
36,101,962800,3,1299,+42.137168,-076.990517
36,101,962900,1,1795,+42.120510,-077.054703
36,101,962900,2,1044,+42.116013,-077.017923
36,101,963000,1,1082,+42.074337,-077.034724
36,101,963000,2,967,+42.033454,-077.020899
36,101,963000,3,889,+42.050595,-077.115691
36,101,963000,4,924,+42.041380,-077.162858
36,103,110101,1,1359,+40.907015,-073.470162
36,103,110101,2,1246,+40.901595,-073.451626
36,103,110101,3,966,+40.922867,-073.449475
36,103,110103,1,1039,+40.867378,-073.437676
36,103,110103,2,958,+40.859934,-073.433770
36,103,110104,1,1192,+40.851965,-073.445809
36,103,110104,2,815,+40.869438,-073.448229
36,103,110104,3,1050,+40.871428,-073.455927
36,103,110200,1,1211,+40.876601,-073.428550
36,103,110200,2,683,+40.882769,-073.435534
36,103,110200,3,1279,+40.875554,-073.436622
36,103,110200,4,1846,+40.890156,-073.430590
36,103,110300,1,666,+40.901006,-073.420789
36,103,110300,2,587,+40.892132,-073.412298
36,103,110300,3,906,+40.877122,-073.418517
36,103,110300,4,1738,+40.884553,-073.410499
36,103,110300,5,780,+40.902760,-073.403495
36,103,110401,1,1254,+40.901228,-073.396173
36,103,110401,2,1019,+40.889639,-073.397575
36,103,110402,1,1362,+40.887857,-073.380025
36,103,110402,2,2109,+40.896289,-073.383348
36,103,110501,1,2351,+40.894141,-073.364948
36,103,110501,2,818,+40.881074,-073.347512
36,103,110502,1,1258,+40.868842,-073.364026
36,103,110502,2,1702,+40.874477,-073.365514
36,103,110601,1,1259,+40.904362,-073.349132
36,103,110601,2,594,+40.912669,-073.349995
36,103,110601,3,687,+40.909711,-073.339071
36,103,110601,4,1975,+40.904346,-073.333290
36,103,110602,1,1047,+40.897268,-073.338916
36,103,110602,2,1785,+40.895409,-073.348503
36,103,110801,1,1334,+40.935110,-073.396537
36,103,110801,2,606,+40.935795,-073.375942
36,103,110803,1,1371,+40.888406,-073.300913
36,103,110803,2,1323,+40.903902,-073.307752
36,103,110803,3,1156,+40.924565,-073.333256
36,103,110803,4,1260,+40.907975,-073.325695
36,103,110803,5,757,+40.918622,-073.307136
36,103,110901,1,732,+40.868666,-073.425610
36,103,110901,2,1111,+40.863037,-073.419156
36,103,110901,3,978,+40.862807,-073.427559
36,103,110902,1,1165,+40.855753,-073.419138
36,103,110902,2,1636,+40.852996,-073.414795
36,103,110902,3,1498,+40.850556,-073.427480
36,103,111001,1,942,+40.866363,-073.409528
36,103,111001,2,1295,+40.867954,-073.416530
36,103,111002,1,1553,+40.854546,-073.399196
36,103,111002,2,915,+40.859762,-073.403366
36,103,111002,3,1832,+40.850826,-073.407154
36,103,111002,4,1602,+40.857104,-073.409464
36,103,111101,1,822,+40.832012,-073.424226
36,103,111101,2,1583,+40.832758,-073.415628
36,103,111102,1,875,+40.845465,-073.425826
36,103,111102,2,1699,+40.845545,-073.415994
36,103,111103,1,1849,+40.840006,-073.416342
36,103,111103,2,2398,+40.838076,-073.423634
36,103,111201,1,1533,+40.847365,-073.406474
36,103,111201,2,1472,+40.844694,-073.405263
36,103,111201,3,1021,+40.842090,-073.399122
36,103,111202,1,1179,+40.830446,-073.403098
36,103,111202,2,1928,+40.834151,-073.403768
36,103,111202,3,1772,+40.839204,-073.405903
36,103,111300,1,1645,+40.872724,-073.401462
36,103,111300,2,1911,+40.879046,-073.383391
36,103,111300,3,1160,+40.863976,-073.388982
36,103,111401,1,712,+40.849780,-073.384579
36,103,111401,2,665,+40.851478,-073.395061
36,103,111402,1,1689,+40.839209,-073.378737
36,103,111402,2,1173,+40.835731,-073.389172
36,103,111402,3,2192,+40.843986,-073.390052
36,103,111503,1,1121,+40.861207,-073.359026
36,103,111503,2,1842,+40.854167,-073.361195
36,103,111503,3,1039,+40.866565,-073.347446
36,103,111504,1,2025,+40.855155,-073.342858
36,103,111506,1,1930,+40.842758,-073.350050
36,103,111506,2,1255,+40.838379,-073.362371
36,103,111507,1,1353,+40.838744,-073.369608
36,103,111507,2,968,+40.843866,-073.369610
36,103,111508,1,2343,+40.857314,-073.376876
36,103,111508,2,2091,+40.850091,-073.370761
36,103,111601,1,1620,+40.891820,-073.332721
36,103,111601,2,2307,+40.885520,-073.334553
36,103,111602,1,656,+40.895949,-073.324607
36,103,111602,2,2498,+40.886904,-073.320518
36,103,111701,1,1033,+40.877786,-073.331605
36,103,111701,2,1956,+40.873295,-073.333704
36,103,111701,3,2704,+40.867868,-073.328941
36,103,111703,1,1341,+40.876984,-073.312163
36,103,111703,2,940,+40.879766,-073.315952
36,103,111703,3,901,+40.876700,-073.293679
36,103,111704,1,1173,+40.869224,-073.318781
36,103,111704,2,2101,+40.871478,-073.305362
36,103,111801,1,1270,+40.859301,-073.327620
36,103,111801,2,1468,+40.851290,-073.325088
36,103,111801,3,2168,+40.843116,-073.326247
36,103,111801,4,1254,+40.834193,-073.315787
36,103,111802,1,823,+40.861805,-073.315093
36,103,111802,2,2037,+40.863914,-073.300715
36,103,111803,1,1189,+40.856158,-073.296134
36,103,111803,2,1534,+40.853980,-073.309936
36,103,111804,1,1229,+40.846669,-073.297578
36,103,111804,2,1099,+40.845894,-073.308331
36,103,111900,1,948,+40.830077,-073.434013
36,103,111900,2,673,+40.822619,-073.441112
36,103,111900,3,1123,+40.808873,-073.415291
36,103,111900,4,1117,+40.815027,-073.438597
36,103,111900,5,663,+40.836472,-073.437687
36,103,111900,6,861,+40.830666,-073.445978
36,103,112001,1,1816,+40.822252,-073.415965
36,103,112001,2,673,+40.826956,-073.398566
36,103,112001,3,805,+40.817205,-073.404584
36,103,112001,4,1309,+40.822523,-073.405257
36,103,112002,1,2024,+40.823922,-073.379774
36,103,112002,2,1321,+40.816072,-073.396755
36,103,112002,3,1613,+40.824952,-073.394002
36,103,112102,1,1717,+40.820635,-073.326118
36,103,112102,2,2183,+40.817000,-073.357706
36,103,112103,1,1171,+40.837457,-073.296911
36,103,112103,2,1901,+40.836743,-073.305509
36,103,112103,3,1492,+40.828825,-073.301212
36,103,112104,1,1011,+40.831554,-073.328853
36,103,112104,2,1240,+40.829229,-073.355975
36,103,112204,1,1258,+40.808333,-073.394314
36,103,112204,2,1167,+40.804186,-073.401591
36,103,112204,3,862,+40.810143,-073.402205
36,103,112211,1,1515,+40.811738,-073.301043
36,103,112211,2,1358,+40.810005,-073.312908
36,103,112211,3,1576,+40.800070,-073.302672
36,103,112212,1,1718,+40.799522,-073.355722
36,103,112212,2,1594,+40.804253,-073.367709
36,103,112213,1,1958,+40.777297,-073.342221
36,103,112213,2,1573,+40.788493,-073.353824
36,103,112213,3,746,+40.775818,-073.365166
36,103,112213,4,1289,+40.778799,-073.352907
36,103,112215,1,2786,+40.764055,-073.413108
36,103,112215,2,985,+40.772587,-073.433202
36,103,112216,1,1209,+40.806905,-073.332359
36,103,112216,2,1330,+40.784677,-073.334346
36,103,112216,3,1847,+40.790601,-073.326364
36,103,112217,1,2316,+40.790317,-073.311828
36,103,112218,1,1095,+40.787613,-073.428100
36,103,112218,2,956,+40.794126,-073.441699
36,103,112218,3,2241,+40.789410,-073.408068
36,103,112218,4,1197,+40.805015,-073.408201
36,103,112219,1,749,+40.795967,-073.396098
36,103,112219,2,1372,+40.794906,-073.390731
36,103,112219,3,1361,+40.796851,-073.387642
36,103,112220,1,1095,+40.772827,-073.376361
36,103,112220,2,2160,+40.777845,-073.388413
36,103,122300,1,2654,+40.731814,-073.430740
36,103,122300,2,1634,+40.745291,-073.430995
36,103,122300,3,23,+40.748906,-073.391988
36,103,122405,1,2591,+40.762343,-073.363627
36,103,122405,2,916,+40.769222,-073.353731
36,103,122406,1,1125,+40.748324,-073.374352
36,103,122406,2,1894,+40.749554,-073.367268
36,103,122406,3,2347,+40.755894,-073.367047
36,103,122406,4,1722,+40.742680,-073.370603
36,103,122407,1,647,+40.761719,-073.374552
36,103,122407,2,986,+40.757677,-073.385279
36,103,122408,1,1938,+40.717978,-073.384855
36,103,122408,2,1655,+40.722060,-073.384750
36,103,122408,3,49,+40.734355,-073.389996
36,103,122501,1,2644,+40.747134,-073.355364
36,103,122501,2,1465,+40.741226,-073.362393
36,103,122501,3,679,+40.753263,-073.354705
36,103,122502,1,1021,+40.735520,-073.354998
36,103,122502,2,1129,+40.738252,-073.350532
36,103,122502,3,1254,+40.732301,-073.367279
36,103,122502,4,1473,+40.736585,-073.363274
36,103,122602,1,2700,+40.749598,-073.332760
36,103,122602,2,2059,+40.746816,-073.342961
36,103,122603,1,1523,+40.736081,-073.326940
36,103,122603,2,2357,+40.742993,-073.327639
36,103,122603,3,1605,+40.738586,-073.335209
36,103,122604,1,1536,+40.753736,-073.345661
36,103,122604,2,2540,+40.756438,-073.335617
36,103,122605,1,825,+40.752859,-073.322907
36,103,122605,2,1078,+40.758867,-073.324036
36,103,122704,1,2659,+40.765973,-073.347696
36,103,122705,1,2044,+40.766547,-073.337676
36,103,122705,2,1182,+40.761362,-073.343771
36,103,122706,1,925,+40.764809,-073.324718
36,103,122706,2,1781,+40.771976,-073.330143
36,103,122706,3,1579,+40.772387,-073.323248
36,103,122707,1,1838,+40.773501,-073.317582
36,103,122707,2,1275,+40.773498,-073.313412
36,103,122801,1,1918,+40.753414,-073.310042
36,103,122801,2,1172,+40.756069,-073.318134
36,103,122801,3,824,+40.757774,-073.306581
36,103,122801,4,1980,+40.748883,-073.313820
36,103,122802,1,2589,+40.743759,-073.317550
36,103,122802,2,2258,+40.736938,-073.313812
36,103,122901,1,2475,+40.719112,-073.374362
36,103,122901,2,1090,+40.726472,-073.369426
36,103,122901,3,2340,+40.722708,-073.363950
36,103,122902,1,1773,+40.716841,-073.358732
36,103,122902,2,1463,+40.714347,-073.369991
36,103,122902,3,1326,+40.711741,-073.356878
36,103,123001,1,1652,+40.723371,-073.352350
36,103,123001,2,1425,+40.717808,-073.350810
36,103,123001,3,2817,+40.728836,-073.354260
36,103,123002,1,2152,+40.723844,-073.342058
36,103,123002,2,1416,+40.714846,-073.340457
36,103,123002,3,1332,+40.717321,-073.344900
36,103,123101,1,1160,+40.727561,-073.334608
36,103,123101,2,846,+40.713394,-073.324439
36,103,123101,3,1653,+40.722949,-073.324964
36,103,123102,1,1300,+40.728983,-073.315878
36,103,123102,2,1901,+40.721705,-073.319323
36,103,123102,3,771,+40.714220,-073.318195
36,103,123201,1,1143,+40.717003,-073.429998
36,103,123201,2,1163,+40.710539,-073.421876
36,103,123203,1,1108,+40.696282,-073.403043
36,103,123203,2,2145,+40.699185,-073.400638
36,103,123204,1,2461,+40.703948,-073.412809
36,103,123204,2,1816,+40.712384,-073.408111
36,103,123204,3,1568,+40.708502,-073.404842
36,103,123303,1,1247,+40.695918,-073.418485
36,103,123303,2,1355,+40.691451,-073.416339
36,103,123303,3,1682,+40.693926,-073.407617
36,103,123304,1,684,+40.705852,-073.424456
36,103,123304,2,644,+40.702093,-073.425844
36,103,123304,3,2586,+40.700585,-073.418771
36,103,123304,4,1644,+40.697914,-073.426897
36,103,123401,1,1404,+40.707754,-073.392548
36,103,123401,2,1391,+40.701005,-073.391762
36,103,123401,3,1343,+40.698901,-073.386311
36,103,123403,1,1036,+40.709128,-073.387608
36,103,123403,2,920,+40.713495,-073.387307
36,103,123404,1,1137,+40.702143,-073.374869
36,103,123404,2,1926,+40.705107,-073.381497
36,103,123404,3,2546,+40.709938,-073.374089
36,103,123500,1,1044,+40.689812,-073.423545
36,103,123500,2,1330,+40.683080,-073.420019
36,103,123500,3,937,+40.675395,-073.407692
36,103,123500,4,1101,+40.676435,-073.413453
36,103,123500,5,1533,+40.675611,-073.420314
36,103,123600,1,1339,+40.663198,-073.408533
36,103,123600,2,953,+40.667360,-073.418516
36,103,123600,3,1360,+40.660447,-073.419206
36,103,123701,1,1981,+40.687065,-073.393870
36,103,123701,2,2431,+40.682593,-073.399146
36,103,123701,3,2638,+40.687094,-073.404507
36,103,123703,1,1009,+40.673149,-073.404496
36,103,123703,2,2228,+40.672397,-073.399147
36,103,123703,3,910,+40.677967,-073.401790
36,103,123704,1,1751,+40.675320,-073.386927
36,103,123704,2,784,+40.679593,-073.393464
36,103,123704,3,2097,+40.674385,-073.392803
36,103,123801,1,1240,+40.662471,-073.401361
36,103,123801,2,1085,+40.664369,-073.396239
36,103,123801,3,1733,+40.663072,-073.388512
36,103,123802,1,1612,+40.666802,-073.382807
36,103,123802,2,1930,+40.666432,-073.376671
36,103,123900,1,1585,+40.688857,-073.379051
36,103,123900,2,1573,+40.688515,-073.387436
36,103,123900,3,1971,+40.693549,-073.386953
36,103,124001,1,1740,+40.699460,-073.372735
36,103,124001,2,1970,+40.694480,-073.369034
36,103,124001,3,878,+40.693176,-073.376727
36,103,124002,1,1412,+40.702099,-073.363321
36,103,124002,2,1962,+40.692789,-073.362370
36,103,124101,1,1631,+40.682189,-073.380802
36,103,124101,2,1419,+40.677554,-073.375487
36,103,124101,3,1507,+40.675943,-073.381681
36,103,124102,1,1672,+40.671464,-073.370772
36,103,124102,2,769,+40.683297,-073.372465
36,103,124102,3,975,+40.678852,-073.369369
36,103,124200,1,1976,+40.686722,-073.357998
36,103,124200,2,770,+40.684760,-073.363203
36,103,124200,3,664,+40.683015,-073.366851
36,103,124200,4,1262,+40.673377,-073.363845
36,103,124200,5,1412,+40.671328,-073.362179
36,103,124301,1,1421,+40.708513,-073.342519
36,103,124301,2,718,+40.704465,-073.342118
36,103,124302,1,1345,+40.698490,-073.345323
36,103,124302,2,1823,+40.704297,-073.357587
36,103,124302,3,1254,+40.705031,-073.351107
36,103,124401,1,737,+40.679811,-073.344708
36,103,124401,2,1071,+40.681571,-073.337937
36,103,124401,3,2121,+40.690686,-073.346417
36,103,124402,1,1926,+40.678151,-073.352393
36,103,124402,2,1017,+40.676726,-073.356083
36,103,124402,3,494,+40.632235,-073.326785
36,103,124500,1,1247,+40.707014,-073.318954
36,103,124500,2,1101,+40.705739,-073.324627
36,103,124500,3,1187,+40.700464,-073.333286
36,103,124500,4,1461,+40.705953,-073.334721
36,103,124601,1,1081,+40.693424,-073.338395
36,103,124601,2,903,+40.687706,-073.334224
36,103,124601,3,779,+40.680470,-073.333503
36,103,124602,1,1695,+40.692302,-073.323209
36,103,124602,2,1452,+40.684363,-073.320963
36,103,124602,3,1282,+40.698679,-073.323726
36,103,134702,1,1321,+40.888129,-073.264884
36,103,134702,2,2865,+40.877740,-073.265914
36,103,134702,3,1145,+40.881627,-073.259997
36,103,134702,4,990,+40.878150,-073.251299
36,103,134703,1,1547,+40.893117,-073.281852
36,103,134703,2,1135,+40.905905,-073.289228
36,103,134703,3,1103,+40.910940,-073.277063
36,103,134704,1,1781,+40.898794,-073.250470
36,103,134704,2,1110,+40.892381,-073.257185
36,103,134902,1,2113,+40.880150,-073.216767
36,103,134902,2,934,+40.880125,-073.206014
36,103,134902,3,1966,+40.866847,-073.213777
36,103,134906,1,1356,+40.880399,-073.235876
36,103,134906,2,1597,+40.878318,-073.226443
36,103,134906,3,1297,+40.869328,-073.224251
36,103,134906,4,1129,+40.885702,-073.224386
36,103,134907,1,1713,+40.893649,-073.220983
36,103,134907,2,2078,+40.888531,-073.233936
36,103,134908,1,1791,+40.867360,-073.183108
36,103,134908,2,1565,+40.860455,-073.195052
36,103,134909,1,1484,+40.850496,-073.200480
36,103,134909,2,1735,+40.851869,-073.184408
36,103,134909,3,1118,+40.849499,-073.214535
36,103,135002,1,1373,+40.877779,-073.163474
36,103,135002,2,1968,+40.868525,-073.161342
36,103,135002,3,1981,+40.864692,-073.171638
36,103,135003,1,1589,+40.869319,-073.140324
36,103,135003,2,1335,+40.869485,-073.150552
36,103,135003,3,1810,+40.880598,-073.151157
36,103,135004,1,1564,+40.901150,-073.191001
36,103,135004,2,1520,+40.893806,-073.163247
36,103,135005,1,1877,+40.888061,-073.145079
36,103,135005,2,820,+40.878498,-073.136358
36,103,135005,3,734,+40.886612,-073.148393
36,103,135101,1,1302,+40.866018,-073.284579
36,103,135101,2,2663,+40.852001,-073.286270
36,103,135102,1,2215,+40.850605,-073.271722
36,103,135102,2,2144,+40.863543,-073.270225
36,103,135103,1,1175,+40.850016,-073.260824
36,103,135103,2,1754,+40.862522,-073.256344
36,103,135103,3,1906,+40.854837,-073.252247
36,103,135104,1,1690,+40.852620,-073.241518
36,103,135104,2,1079,+40.859735,-073.235823
36,103,135104,3,1146,+40.871713,-073.241079
36,103,135104,4,1166,+40.866385,-073.230747
36,103,135201,1,2071,+40.841576,-073.268612
36,103,135205,1,2098,+40.833912,-073.288052
36,103,135205,2,1777,+40.811928,-073.278653
36,103,135205,3,1501,+40.822372,-073.280033
36,103,135208,1,1470,+40.832711,-073.274961
36,103,135208,2,1378,+40.829654,-073.265579
36,103,135209,1,1849,+40.820527,-073.238461
36,103,135209,2,1302,+40.825523,-073.249742
36,103,135303,1,1094,+40.844641,-073.178876
36,103,135303,2,1097,+40.837581,-073.191150
36,103,135303,3,2105,+40.838528,-073.198139
36,103,135305,1,1741,+40.833475,-073.212069
36,103,135306,1,1674,+40.830981,-073.182529
36,103,135306,2,655,+40.837922,-073.178650
36,103,135306,3,1451,+40.837693,-073.171447
36,103,135306,4,1116,+40.828934,-073.192716
36,103,135401,1,1277,+40.852446,-073.168178
36,103,135401,2,2481,+40.833168,-073.160858
36,103,135401,3,1203,+40.844485,-073.154952
36,103,135401,4,1461,+40.844966,-073.162276
36,103,135402,1,1748,+40.849631,-073.140323
36,103,135402,2,830,+40.844649,-073.144200
36,103,135402,3,1414,+40.843578,-073.149798
36,103,135402,4,648,+40.857745,-073.148219
36,103,135402,5,2145,+40.856105,-073.134871
36,103,135403,1,1037,+40.846173,-073.126754
36,103,135403,2,2164,+40.840066,-073.131010
36,103,135403,3,1113,+40.832979,-073.140480
36,103,135500,1,2090,+40.836426,-073.238758
36,103,135500,2,2622,+40.837982,-073.254815
36,103,145601,1,1195,+40.800121,-073.252631
36,103,145601,2,1505,+40.803816,-073.252981
36,103,145601,3,1556,+40.799111,-073.262561
36,103,145601,4,1747,+40.802881,-073.262731
36,103,145602,1,2144,+40.795476,-073.251691
36,103,145602,2,1520,+40.791079,-073.251230
36,103,145602,3,1258,+40.790460,-073.259987
36,103,145602,4,1670,+40.794753,-073.260351
36,103,145603,1,2714,+40.779889,-073.265989
36,103,145603,2,2921,+40.780188,-073.272889
36,103,145603,3,1376,+40.788339,-073.266978
36,103,145604,1,1917,+40.785115,-073.249122
36,103,145604,2,1132,+40.787148,-073.257874
36,103,145604,3,2030,+40.782294,-073.256329
36,103,145605,1,1945,+40.801733,-073.243811
36,103,145605,2,1924,+40.791013,-073.244163
36,103,145701,1,932,+40.818458,-073.223472
36,103,145701,2,1541,+40.806484,-073.208638
36,103,145701,3,1471,+40.814326,-073.196645
36,103,145701,4,1488,+40.814651,-073.208262
36,103,145702,1,1921,+40.801600,-073.235357
36,103,145702,2,1885,+40.794785,-073.232094
36,103,145702,3,2834,+40.788166,-073.230204
36,103,145703,1,2001,+40.796761,-073.222623
36,103,145703,2,1341,+40.794232,-073.208846
36,103,145703,3,2669,+40.794193,-073.215651
36,103,145705,1,1249,+40.801102,-073.201306
36,103,145705,2,1146,+40.801621,-073.192646
36,103,145706,1,2495,+40.797921,-073.185187
36,103,145706,2,2864,+40.795567,-073.199559
36,103,145803,1,1353,+40.820037,-073.168921
36,103,145803,2,1737,+40.824814,-073.156099
36,103,145803,3,1652,+40.820915,-073.190373
36,103,145804,1,1865,+40.804751,-073.171752
36,103,145804,2,748,+40.803185,-073.162182
36,103,145804,3,954,+40.810941,-073.174132
36,103,145807,1,2412,+40.815272,-073.142277
36,103,145807,2,1827,+40.817644,-073.130087
36,103,145808,1,1619,+40.806278,-073.145249
36,103,145808,2,1446,+40.808557,-073.130629
36,103,145809,1,863,+40.816439,-073.122233
36,103,145809,2,1199,+40.823865,-073.126162
36,103,145810,1,884,+40.825570,-073.145334
36,103,145810,2,957,+40.827386,-073.138387
36,103,145810,3,2129,+40.821866,-073.140584
36,103,145901,1,1742,+40.755489,-073.288333
36,103,145901,2,1716,+40.758051,-073.282315
36,103,145903,1,1232,+40.738878,-073.269546
36,103,145903,2,1618,+40.736205,-073.275250
36,103,145903,3,1067,+40.743292,-073.275527
36,103,145903,4,1977,+40.740504,-073.265974
36,103,145904,1,2484,+40.772417,-073.265173
36,103,145904,2,2095,+40.761858,-073.270336
36,103,145905,1,1271,+40.751928,-073.275282
36,103,145905,2,1812,+40.764758,-073.274939
36,103,145905,3,1460,+40.761367,-073.277517
36,103,146001,1,1525,+40.771226,-073.248420
36,103,146001,2,1329,+40.770362,-073.252717
36,103,146001,3,2242,+40.767512,-073.257295
36,103,146002,1,1741,+40.756030,-073.247830
36,103,146002,2,1442,+40.759535,-073.255759
36,103,146002,3,2316,+40.752740,-073.256956
36,103,146004,1,994,+40.736890,-073.255082
36,103,146004,2,947,+40.737445,-073.260765
36,103,146005,1,1907,+40.745323,-073.238221
36,103,146005,2,1845,+40.741755,-073.245968
36,103,146005,3,2851,+40.745760,-073.253962
36,103,146102,1,1399,+40.759338,-073.241723
36,103,146102,2,1357,+40.755828,-073.237818
36,103,146103,1,1577,+40.746749,-073.223602
36,103,146103,2,2455,+40.746946,-073.232050
36,103,146105,1,1849,+40.780536,-073.235173
36,103,146105,2,2732,+40.774248,-073.230126
36,103,146105,3,2713,+40.762394,-073.229112
36,103,146106,1,1905,+40.762929,-073.240533
36,103,146106,2,2856,+40.770188,-073.237194
36,103,146201,1,2662,+40.777400,-073.224569
36,103,146201,2,2475,+40.777129,-073.218578
36,103,146202,1,1736,+40.768751,-073.208327
36,103,146202,2,1848,+40.778221,-073.211951
36,103,146202,3,1463,+40.783974,-073.214360
36,103,146203,1,1962,+40.785886,-073.197485
36,103,146203,2,1394,+40.778017,-073.204699
36,103,146203,3,2671,+40.784527,-073.205152
36,103,146204,1,2126,+40.765545,-073.218333
36,103,146204,2,1495,+40.769797,-073.218680
36,103,146204,3,2966,+40.759856,-073.217297
36,103,146205,1,997,+40.746607,-073.211269
36,103,146205,2,1314,+40.749264,-073.218404
36,103,146206,1,946,+40.759218,-073.205793
36,103,146206,2,1497,+40.748622,-073.204685
36,103,146300,1,1209,+40.780040,-073.196672
36,103,146300,2,1398,+40.770742,-073.191401
36,103,146402,1,2120,+40.768059,-073.176450
36,103,146402,2,1195,+40.755359,-073.166316
36,103,146402,3,1077,+40.759307,-073.178333
36,103,146403,1,2941,+40.787656,-073.186288
36,103,146403,2,2904,+40.780175,-073.185642
36,103,146404,1,2164,+40.776253,-073.181201
36,103,146404,2,1133,+40.792001,-073.175154
36,103,146500,1,1610,+40.751685,-073.175118
36,103,146500,2,1167,+40.747133,-073.188939
36,103,146500,3,1147,+40.752368,-073.189405
36,103,146500,4,1399,+40.747860,-073.197372
36,103,146607,1,1287,+40.768391,-073.087886
36,103,146607,2,1259,+40.767909,-073.095313
36,103,146608,1,798,+40.768649,-073.076049
36,103,146608,2,874,+40.773624,-073.071094
36,103,146608,3,957,+40.774393,-073.078802
36,103,146611,1,1840,+40.807441,-073.047059
36,103,146611,2,1269,+40.794918,-073.047620
36,103,146612,1,914,+40.807274,-073.082574
36,103,146612,2,2041,+40.799865,-073.081989
36,103,146612,3,1953,+40.788953,-073.079937
36,103,146613,1,1320,+40.800988,-073.073716
36,103,146613,2,2248,+40.788276,-073.072010
36,103,146614,1,2206,+40.804753,-073.061778
36,103,146614,2,1027,+40.799150,-073.054451
36,103,146614,3,2323,+40.790813,-073.061634
36,103,146616,1,2002,+40.778838,-073.136863
36,103,146616,2,777,+40.775743,-073.119663
36,103,146616,3,1091,+40.775022,-073.111422
36,103,146617,1,1876,+40.763604,-073.106915
36,103,146617,2,1560,+40.759182,-073.121449
36,103,146618,1,1246,+40.794621,-073.134856
36,103,146618,2,1819,+40.799577,-073.144026
36,103,146618,3,1502,+40.797656,-073.126970
36,103,146618,4,1052,+40.802929,-073.118276
36,103,146619,1,1299,+40.781435,-073.054842
36,103,146619,2,1773,+40.777814,-073.061312
36,103,146620,1,1888,+40.783580,-073.046090
36,103,146703,1,1833,+40.745825,-073.292261
36,103,146703,2,2435,+40.747298,-073.298807
36,103,146704,1,841,+40.737682,-073.295769
36,103,146704,2,1183,+40.736334,-073.302777
36,103,146705,1,1597,+40.729407,-073.304832
36,103,146705,2,1655,+40.723642,-073.307249
36,103,146706,1,1104,+40.726536,-073.296398
36,103,146706,2,1478,+40.730754,-073.287404
36,103,146800,1,1656,+40.717915,-073.292146
36,103,146800,2,2303,+40.714648,-073.300219
36,103,146800,3,1153,+40.711179,-073.310724
36,103,146800,4,671,+40.715981,-073.306811
36,103,146901,1,1778,+40.703871,-073.292147
36,103,146901,2,1043,+40.701107,-073.310137
36,103,146901,3,2452,+40.702643,-073.299637
36,103,146902,1,1872,+40.692379,-073.309315
